DrugBank_ID,Name,SMILES,CAS_Number
DB01373,Calcium,,
DB01439,3-Methylthiofentanyl,,
DB00171,ATP,,
DB00368,Norepinephrine,,
DB00504,Levallorphan,,
DB00988,Dopamine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB00369,Cidofovir,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,113852-37-2
DB00370,Mirtazapine,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,85650-52-8
DB00370,Mirtazapine,,
DB01373,Calcium,,
DB00371,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O,57-53-4
DB00371,Meprobamate,,
DB00544,Fluorouracil,,
DB01101,Capecitabine,,
DB03147,Flavin adenine dinucleotide,,
DB00371,Meprobamate,,
DB00544,Fluorouracil,,
DB01101,Capecitabine,,
DB03147,Flavin adenine dinucleotide,,
DB00372,Thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,1420-55-9
DB00373,Timolol,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,26839-75-8
DB00171,ATP,,
DB00373,Timolol,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB00374,Treprostinil,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,81846-19-7
DB00375,Colestipol,,26658-42-4
DB00376,Trihexyphenidyl,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,144-11-6
DB00377,Palonosetron,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,135729-56-5
DB00378,Dydrogesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,152-62-5
DB00379,Mexiletine,CC(N)COC1=C(C)C=CC=C1C,31828-71-4
DB00171,ATP,,
DB00379,Mexiletine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB00380,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,24584-09-6
DB00381,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,88150-42-9
DB00171,ATP,,
DB00381,Amlodipine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB00382,Tacrine,NC1=C2CCCCC2=NC2=CC=CC=C12,321-64-2
DB00383,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,125-53-1
DB00384,Triamterene,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,396-01-0
DB00151,Cysteine,,
DB00384,Triamterene,,
DB01345,Potassium cation,,
DB03904,Urea,,
DB00385,Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,56124-62-0
DB00387,Procyclidine,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,77-37-2
DB00388,Phenylephrine,CNC[C@H](O)C1=CC(O)=CC=C1,59-42-7
DB00389,Carbimazole,CCOC(=O)N1C=CN(C)C1=S,22232-54-8
DB00390,Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,20830-75-5
DB00391,Sulpiride,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,15676-16-1
DB00392,Profenamine,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,522-00-9
DB00393,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,66085-59-4
DB00171,ATP,,
DB00393,Nimodipine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB00394,Beclomethasone dipropionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,5534-09-8
DB00395,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,78-44-4
DB00396,Progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,57-83-0
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00157,NADH,,
DB00396,Progesterone,,
DB00741,Hydrocortisone,,
DB02577,Mesoheme,,
DB04540,Cholesterol,,
DB04652,Corticosterone,,
DB04704,20-hydroxycholesterol,,
DB00397,Phenylpropanolamine,CC(N)C(O)C1=CC=CC=C1,14838-15-4
DB00398,Sorafenib,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,284461-73-0
DB00398,Sorafenib,,
DB02577,Mesoheme,,
DB03435,Uridine-5'-Diphosphate,,
DB00399,Zoledronic acid,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,118072-93-8
DB00169,Cholecalciferol,,
DB00171,ATP,,
DB00399,Zoledronic acid,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01785,Dimethylallyl Diphosphate,,
DB01942,Formic acid,,
DB02552,Geranyl Diphosphate,,
DB02577,Mesoheme,,
DB03147,Flavin adenine dinucleotide,,
DB03796,Palmitic Acid,,
DB04160,Pyrophosphoric acid,,
DB04540,Cholesterol,,
DB04714,ISOPENTENYL PYROPHOSPHATE,,
DB07780,Farnesyl diphosphate,,
DB00400,Griseofulvin,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,126-07-8
DB00401,Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,63675-72-9
DB00171,ATP,,
DB00401,Nisoldipine,,
DB01345,Potassium cation,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB00402,Eszopiclone,CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,138729-47-2
DB00403,Ceruletide,[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,17650-98-5
DB00404,Alprazolam,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,28981-97-7
DB00405,Dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,132-21-8
DB00405,Dexbrompheniramine,,
DB01373,Calcium,,
DB00406,Gentian violet cation,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,7438-46-2
DB00407,Ardeparin,,9005-49-6
DB00407,Ardeparin,,
DB01022,Phylloquinone,,
DB01373,Calcium,,
DB00407,Ardeparin,,
DB01022,Phylloquinone,,
DB01373,Calcium,,
DB00408,Loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,1977-10-2
DB00409,Remoxipride,CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,80125-14-0
DB00410,Mupirocin,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,12650-69-0
DB00411,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O,462-58-8
DB00412,Rosiglitazone,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,122320-73-4
DB00157,NADH,,
DB00412,Rosiglitazone,,
DB02577,Mesoheme,,
DB03843,Formaldehyde,,
DB00413,Pramipexole,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,104632-26-0
DB00414,Acetohexamide,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,968-81-0
DB00415,Ampicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,69-53-4
DB00416,Metocurine iodide,[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,7601-55-0
DB00417,Phenoxymethylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,87-08-1
DB00418,Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,76-73-3
DB00419,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,72599-27-0
DB00420,Promazine,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,58-40-2
DB00421,Spironolactone,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,52-01-7
DB00151,Cysteine,,
DB00421,Spironolactone,,
DB01345,Potassium cation,,
DB03904,Urea,,
DB00422,Methylphenidate,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,113-45-1
DB00423,Methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1,532-03-6
DB00424,Hyoscyamine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,101-31-5
DB00425,Zolpidem,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,82626-48-0
DB00426,Famciclovir,CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,104227-87-4
DB00427,Triprolidine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,486-12-4
DB00427,Triprolidine,,
DB01373,Calcium,,
DB00428,Streptozocin,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,66395-18-4
DB00429,Carboprost tromethamine,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,58551-69-2
DB00430,Cefpiramide,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,70797-11-4
DB00431,Lindane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,58-89-9
DB00432,Trifluridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,70-00-8
DB00433,Prochlorperazine,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,58-38-8
DB00434,Cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,129-03-3
DB00434,Cyproheptadine,,
DB01373,Calcium,,
DB00435,Nitric Oxide,[N]=O,10102-43-9
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00114,Pyridoxal phosphate,,
DB00118,Ademetionine,,
DB00125,Arginine,,
DB00128,Aspartic acid,,
DB00129,Ornithine,,
DB00131,Adenosine phosphate,,
DB00139,Succinic acid,,
DB00142,Glutamic acid,,
DB00145,Glycine,,
DB00148,Creatine,,
DB00155,Citrulline,,
DB00157,NADH,,
DB00171,ATP,,
DB00172,Proline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB02577,Mesoheme,,
DB02751,Glycocyamine,,
DB02838,"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",,
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB03904,Urea,,
DB04160,Pyrophosphoric acid,,
DB04299,Maleic acid,,
DB04388,4-Carboxy-4-Aminobutanal,,
DB00125,Arginine,,
DB00155,Citrulline,,
DB00360,Sapropterin,,
DB00435,Nitric Oxide,,
DB01373,Calcium,,
DB02577,Mesoheme,,
DB03147,Flavin adenine dinucleotide,,
DB03247,Flavin mononucleotide,,
DB00436,Bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,73-48-3
DB00151,Cysteine,,
DB00436,Bendroflumethiazide,,
DB01345,Potassium cation,,
DB03904,Urea,,
DB00437,Allopurinol,OC1=NC=NC2=C1C=NN2,315-30-0
DB00438,Ceftazidime,[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,72558-82-8
DB00439,Cerivastatin,COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,145599-86-6
DB00169,Cholecalciferol,,
DB00171,ATP,,
DB00439,Cerivastatin,,
DB01378,Magnesium cation,,
DB01592,Iron,,
DB01785,Dimethylallyl Diphosphate,,
DB01942,Formic acid,,
DB02552,Geranyl Diphosphate,,
DB02577,Mesoheme,,
DB03147,Flavin adenine dinucleotide,,
DB03796,Palmitic Acid,,
DB04160,Pyrophosphoric acid,,
DB04540,Cholesterol,,
DB04714,ISOPENTENYL PYROPHOSPHATE,,
DB07780,Farnesyl diphosphate,,
DB00440,Trimethoprim,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,738-70-5
DB00441,Gemcitabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,95058-81-4
DB00171,ATP,,
DB00441,Gemcitabine,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB00171,ATP,,
DB00441,Gemcitabine,,
DB01378,Magnesium cation,,
DB01593,Zinc,,
DB00442,Entecavir,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,142217-69-4
DB00443,Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,378-44-9
DB00444,Teniposide,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,29767-20-2
DB00157,NADH,,
DB00444,Teniposide,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB02577,Mesoheme,,
DB03843,Formaldehyde,,
DB00157,NADH,,
DB00444,Teniposide,,
DB01373,Calcium,,
DB01378,Magnesium cation,,
DB02577,Mesoheme,,
DB03843,Formaldehyde,,
DB00445,Epirubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,56420-45-2
DB00446,Chloramphenicol,OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,56-75-7
DB00117,Histidine,,
DB00131,Adenosine phosphate,,
DB00134,Methionine,,
